Name,brand,rating,no_rating,key_benefit
Bakson's Homeopathy Heliotropium Peruvianum Dilution 1M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
SBL Spongia Tosta Dilution 30 CH,SBL Pvt Ltd,4.6,305 Ratings,"['', '', '', '', '', '', '', '']"
Wheezal Iris Versicolor Dilution 200,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Worm-C Tablet,Bakson Drugs & Pharmaceuticals Pvt. ltd.,4.2,13 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Sabadilla Dilution 10M,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Dilution Ptelea Trifoliata 10M CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Eserinum Dilution CM,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '']"
SBL Petroleum Dilution 200C,SBL Pvt Ltd,4.5,269 Ratings,"['', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Berberis Aquifolium Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
LDD Bioscience Acidum Hydrocyanicum Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Acidum Boracicum Globules 0/24 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '']"
Bjain Omeo K-Stone Syrup Sugar Free,Bjain Pharmaceuticals Pvt. Ltd.,4.9,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Secale Cornutum Globules Pellet Multidose Pills 1000 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Millefolium Dilution 6 CH,Dr Reckeweg & Co,,,[]
SBL Swertia Chirata Dilution 1000 CH,SBL Pvt Ltd,4.5,11 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Jaborandi Dilution 30C,Bjain Pharmaceuticals Pvt. Ltd.,4.9,14 Ratings,"['', '', '', '', '', '', '', '', '']"
Bjain Petroleum Dilution 12 CH,Bjain Pharmaceuticals Pvt. Ltd.,4.4,14 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Anthrakokali Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Salix Nigra Mother Tincture Q,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal 30049014 Dilution 1M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Wheezal Kali Phosphoricum Globules 0/19 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '']"
LDD Bioscience Melilotus Officinalis Mother Tincture Q,LDD Bioscience Pvt Ltd,,,[]
LDD Bioscience Bio-Combination 13 Leucorrhoea Tablet,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
ADEL Viscum Alb. Dilution 200,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Coccus Cacti Dilution 6 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Raj Denticare Tablet,Dr. Raj Homoeo Pharmacy,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
ADEL Plumbum Metallicum Trituration Tablet 3X,Adel Pekana Germany,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Collinsonia Canadensis Dilution 200 CH,SBL Pvt Ltd,4.6,66 Ratings,"['', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Conium Maculatum Dilution 10M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bakson's Homeopathy Acalypha Indica Dilution 6 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Zincum Arsenicosum Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr. Johns John Spas Drop,Nanak Laboratories Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Drosera Rotundifolia Globules 0/10 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
St. George’s Arthrinol Drop,St. George’s Homoeopathy,,,"['', '', '', '', '', '', '', '', '']"
Lord's L 109 Blood Purifier Drop,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Kalmegh Mother Tincture Q,LDD Bioscience Pvt Ltd,4.5,100 Ratings,[]
Wheezal Staphysagria Dilution 3X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '']"
SBL Asclepias Syriaca Dilution 12 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Rxhomeo Helleborus Nig 1M,Rxhomeo Private Limited,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bjain Omeo Acne Care Cream,Bjain Pharmaceuticals Pvt. Ltd.,4,27 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Condurango Dilution 200 CH,Dr Reckeweg & Co,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
Wheezal Urtica Urens Dilution 1M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
SBL Heliotropium Peruvianum Dilution 6 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Senecio Aureus Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Avena Sativa Dilution 1000,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '', '', '']"
Pioneer Pharma Terebinthinae Ole Globules Pellet Multidose Pills 1000 CH,Homeotrade,,,"['', '', '', '', '', '', '', '']"
Lord's Calc Sulph Biochemic Tablet 12X,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe Germany Avena Sativa Dilution 200,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Wheezal Kali Carbonicum Globules 0/3 LM,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '']"
Wheezal Blumea Odorata Dilution 3X,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '']"
Bakson's Homeopathy Ferrum Carbonicum Dilution 200,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '']"
Bjain Sanguinaria Canadensis Globules 0/26 LM,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '']"
Sunny Herbals Shaving Cream,Bakson Drugs & Pharmaceuticals Pvt. ltd.,4.5,270 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Bjain Natrum Phosphoricum Biochemic Tablet 200X,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Arnica Montana Dilution 10M CH,SBL Pvt Ltd,4.6,2583 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson B34 Tumour Drop,Bakson Drugs & Pharmaceuticals Pvt. ltd.,4.6,25 Ratings,"['', '', '', '', '', '', '', '', '', '', '']"
Lord's Prostokare Tablet,Lord's Homoeopathic Laboratory Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson B65 Cardiac Efficiency Drop,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '', '']"
Wheezal Tellurium Dilution 1M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Rhus Tox Ext Mother Tincture Q,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '']"
Wheezal Ammoniacum Gummi Dilution 50M,Wheezal Homoeo Pharma,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Dr. Reckeweg Natrum Salicy Dilution 10M CH,Dr Reckeweg & Co,4.5,10 Ratings,"['', '', '', '', '', '', '', '', '', '']"
St. George’s Cholestro-Nil Drop,St. George’s Homoeopathy,,,[]
Dr Willmar Schwabe India Fumaria Officinalis Dilution 12 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '']"
LDD Bioscience Curare Dilution 1000 CH,LDD Bioscience Pvt Ltd,,,"['', '', '', '', '', '', '', '', '']"
SBL Coriandrum Sativum Dilution 200 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Bryophyllum Dilution 50M,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Bjain Ammonium Muriaticum Dilution 1000 CH,Bjain Pharmaceuticals Pvt. Ltd.,,,"['', '', '', '', '', '', '', '']"
Dr. Majumder Homeo World Borago Officnialis Dilution(30ml Each) 10M,Dr. Majumder Homeo World,,,"['', '', '', '', '', '', '', '', '', '', '']"
Dr Willmar Schwabe India Lac Felinum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,,,"['', '', '', '', '', '', '', '']"
Haslab HC 37 Caladium Complex Tablet,HASLAB,3.9,20 Ratings,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
SBL Viola Tricolor Dilution 30 CH,SBL Pvt Ltd,,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Bakson's Homeopathy Phosphorus Dilution 1000 CH,Bakson Drugs & Pharmaceuticals Pvt. ltd.,,,"['', '', '', '', '', '', '', '']"
Pioneer Pharma Kali Bromatum Globules Pellet Multidose Pills 30 CH,Homeotrade,,,"['', '', '', '', '', '', '', '', '', '']"
